Species,native?,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
Croton setiger,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cryptantha sp.,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datura wrightii,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deinandra fasciculata,n,48,1,15,15,35,30,35,10,2,50,3,,,,,5,,3,20,3,,15,1,1,1,25,,5,1,6,7,,3,1,1,50,,25,3,,15,12,,,7,,5,40,35,2,10,,,30,,15,,5,7,,,25,1,25,25,,,,4,,5,,3,,2,50,10,7,10,5,3,1,,2,,,,4,,,,6,,,,,,5,,,25,2,,2,,1,7,1,,,,,,,50,,,5,,,,5,,,,,,10,,,,,,,,,,,,,,,,,60,60,65,35,35,80,67,50,15,66,15,1,87,,,20,10,80,85,10,15,20,5,20,15,60,40,25,2,35,35,,60,1,35,95,5,90,25,5,50,70,,,,25,66,93,72,3,87,,,82,15,78,1,38,3,,5,85,,91,80,,1,1,10,,79,,56,,15,90,68,36,68,40,3,,,57,,,,25,,45,50,30,15,50,,,1,50,50,,75,40,55,40,2,20,50,15,5,,25,,1,50,50,1,3,5,,15,5,2,,20,50,70,30,15,10,,,1,60,65,40,15,10,2,80,10,25,10,30,1,25,75,60,74,10,20,60,40,82,75,45,15,55,40,2,70,15,40,15,20,10,10,30,85,94,40,20,20,30,80,98,30,20,30,50,35,50,55,75,40,30,30,75,10,20,85,60,15,75,95,80,10,90,75,50,35,65,5,10,,,10,70,20,85,70,5,5,90,20,5,10,,,,,,20,rest,rest,50,30,5,,7,2,10,,5,15,30,40,40,96,15,15,30,10,20,10,,20,85,25,,60,rest,25,,,,3,100,80,20,75,50,75,20,5,30,,,10,35,88,50,40,70,,20,15,30,70,40,30,70,75,10,5,70,10,,2
Dichelostemma capitatum ssp. capitatum,n,,,,,,,,,,,,,2,2,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmenanthe penduliflora var. penduliflora,n,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,25,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Encelia californica,n,,1,1,,1,1,1,,1,,,,,,,,,,1,,,,,,,,,1,1,1,3,,,,1,,,,,,3,,,,,,,,,,3,,,,,1,,1,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,15,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,5,,,,,,,,,,,1,1,,5,,1,1,,,,,,,,,2,,15,,,,,,,,,1,,5,,15,,5,,5,,,,,,,,5,,,,,20,15,5,2,,,,1,,,,,,2,5,3,10,2,,,,,10,,30,,,,,,5,30,,,,,,,,,,,,10,,,,,,,,,2,,,,,,,,,,5,,,,1,
Eremothera boothii var. decorticans,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erigeron bonariensis,nn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erigeron canadensis,nn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eriogonum fasciculatum var. foliolosum,n,,1,,,,,,,,,1,,,3,,,,,,,,,,1,,,,,1,,,,2,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,1,,2,,,,1,1,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,1,,,1,,,1,,,,1,,,3,,,1,,,5,,,1,,,,2,1,1,3,,,1,,,,,,,,,,1,1,1,,1,4,,5,,1,,5,,,,,10,,,,,,1,,,,3,,,,,10,,,,1,1,,,,10,7,,,,,,,,,15,,5,,,,,5,,,,,,10,15,,,,,,,,,,,,,,,,,10,,,,,,,5,,5,,,,,,,,,,,,5,,,25,15,1,,,,4,2,,,5,3,20,,,,15,10,,2,,,,20,,,,,,,,,,,,,,,,3,,1,,,,,10,2,,,50,,,,,35,,,,,,,,,,,,,20,,2,,,25,,,,,,15,10,,,,,5,,,,10,,20,,,,,,,,5,,,15,5,,,,,,,,,,,,,,,,,15,,,,,,,
Eriophyllum confertiflorum var. confertiflorum,n,,,1,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,7,,,,,,5,,,15,1,,,,,,,,,,30,,,,,,,10,,,,30,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,10,15,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,10,,,,10,,,,10,,,,,1,,,,,,5,,,,,30,25
Erodium botrys,nn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erodium cicutarium,nn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eucrypta chrysanthemifolia var. chrysanthemifolia,n,1,1,,,,,,,,,,,,,,2,,,5,,,,,,,,,,,,4,,,,,,,,,,1,5,,,,,5,3,,1,,,,,,2,,,,,,5,,7,1,,,,,,,,4,,,10,3,3,,,,,,,,,,,,1,15,,10,,,,,15,10,2,3,,,5,,,,,,,,,,,,,,,,,,2,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,30,,,,,,,10,,,,,,,,,,,,,,,,,,10,,5,,,,,,1,,,5,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,3,,10,,,,,,,5,,10,,
Eulobus californicus,n,,,,,1,2,,,,1,,,,3,,7,,,,3,,,1,,,1,,,,,,,,,,2,,,,,2,1,,,,,,,,,3,1,,,,2,,1,,,,,,,5,,,,,1,3,,,,,1,,,,,,,,,,,,,,,,1,,3,,1,,,,,,,,1,,,5,20,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,10,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,3,,,,,,,,,,,,3,,1,,1,,,,,,,,,,,5,30,,,,,,,,,,,10,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,60,,,,,,,,,
Festuca myuros,nn,,,30,,15,25,25,40,,5,,,,,,,,,4,,,2,,,,3,,,,,,,,,,3,,,,,4,7,,,,,,1,,,2,,,,1,,,1,,1,,,,,1,,,,,,,,,,,1,,2,,,,,,,,,,,1,,,,3,1,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,4,17,15,45,,30,1,,3,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,35,2,30,25,15,25,10,10,4,,25,,,,,,60,,5,40,,,,50,10,,,,,,,,,15,,5,,,45,65,,,,,,20,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galium angustifolium var.angustifolium,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helianthus annus,n,,,,,,,,,1,,1,,,,,,1,,,,1,,,1,1,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,2,,2,,,2,,,,,,,,,,,,4,,,,,,,5,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,7,,,,2,3,,,,10,,,,25,,,,15,70,,,,,,,,,,,15,,3,20,,5,20,5,,,15,,,,,,5,80,5,2,30,40,,,,,,50,,,,,,,95,30,2,2,2,,1,67,20,,1,85,,60,50,50,25,3,25,70,10,,,10,,,,,30,,,,15,,10,,,,,,20,,,20,,40,40,,,80,,,,50,,,60,,3,5,,,,,,3,,,4,,10,,,,,,,3,,,,,,,,70,,,,,15,,,,,,,,75,20,,,25,,10,20,,,,,,,,,2,5,,,,,,,,,,,5,,30,30,,30,,,,5,,,,,,,,,15,,,30,25,,1,,,,25,30,,25,75,60,,10,30,,,,5,,,,,10,5,,,,,,10,,,,,,15,,,,,5,63,,,10,,,,,,,95,,,,,,,5,,5,,,,25,20
Hirschfeldia incana,nn,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,1,,5,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,25,10,3,7,5,,4,2,,5,3,,20,,,15,,,5,15,,2,1,,,,30,10,,,,,1,,5,,,,,,,15,,10,1,3,,5,1,,10,,5,,20,25,,,5,,2,10,,,,5,,15,,10,,,1,10,36,10,40,,,,30,,,10,,,,25,20,1,20,,10,,,,,10,,,,25,,,,,,,,,,50,,,75,,,,80,,,17,10,,75,73,,15,,20,30,50,,,,,75,,,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hordeum murinum,nn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypochaeris glabra,nn,,,1,,,,,,,1,,,,,,,1,,,,,1,,1,,,,,,,,,,,,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
